museum,collection,GUID,sciname,locuncertain,country,state,locality,date,lat,lon,alt,ssp,age,sex,toel1,toea1,toeb1,toel2,toea2,toeb2,toel3,toea3,toeb3,toel4,toea4,toeb4,toel5,toea5,toeb5,toel6,toea6,toeb6,toem1,toem2,toem3,toem4,toem5,toem6,rlightl1,rlighta1,rlightb1,rlightl2,rlighta2,rlightb2,rlightl3,rlighta3,rlightb3,rlightl4,rlighta4,rlightb4,rlightl5,rlighta5,rlightb5,rlightl6,rlighta6,rlightb6,rlightm1,rlightm2,rlightm3,rlightm4,rlightm5,rlightm6,rdarkl1,rdarka1,rdarkb1,rdarkl2,rdarka2,rdarkb2,rdarkl3,rdarka3,rdarkb3,rdarkl4,rdarka4,rdarkb4,rdarkl5,rdarka5,rdarkb5,rdarkl6,rdarka6,rdarkb6,rdarkm1,rdarkm2,rdarkm3,rdarkm4,rdarkm5,rdarkm6,backl1,backa1,backb1,backl2,backa2,backb2,backl3,backa3,backb3,backl4,backa4,backb4,backl5,backa5,backb5,backl6,backa6,backb6,backm1,backm2,backm3,backm4,backm5,backm6
MSB,Bird,5371,Bubo virginianus pallescens,30,United States,New Mexico,"I-25; ""milepost 166""",10/28/1982,34.2946116,-106.8936896,1451.8,pal,adult,M,74.93,5.06,25.49,70.23,4.89,23.15,79.2,3.69,24.32,74.89,2.88,22.79,72.87,4.39,26.82,67.96,4.39,27.05,9.54,7.47,8.98,9.71,12.62,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04,7.73,17.88,14.54,4.72,14.17,13.59,2.55,9.54,12.21,3.43,8.31,22.49,4.44,14.04,14.61,2.25,11.88,74,59.96,79.48,95.81,61.65,73.62
MSB,Bird,20627,Bubo virginianus pallescens,29828,United States,New Mexico,Near Sevilleta,10/1/2024,34.2992028,-106.8039322,1559.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4685,Bubo virginianus pinorum,2828,United States,New Mexico,LaJolla Wildlife Refuge,11/20/1980,34.3420895,-106.868906,1435.8,pin,adult,M,36.43,4.58,25.75,41.02,1.52,20.87,38.27,8.37,23.17,48.96,10.88,22.66,39.53,9.36,30.48,49.51,6.35,26.95,28.05,35.92,41.59,23.08,35.18,34.86,30.73,5.39,10.25,38.98,7.56,10.86,40.12,3.96,15.29,39.19,0.77,17.7,53.25,1.61,16.07,34.88,1.22,15.04,48.56,29.45,27.7,49.79,27.29,46.39,10.6,,6.74,12.35,2.51,4.99,13.22,2.65,4.08,7.65,2.49,4.53,7.71,2.33,5.37,5.33,1.02,2.5,99.86,90.45,85.76,87.09,84.47,86.02,10.31,2.67,8.53,10,4.96,7.67,8.12,1.62,5.57,14.01,5.83,11.02,6.31,2.25,3.81,17.68,5.47,12.51,95.72,74.73,93.47,91.04,69.93,66.28
MSB,Bird,18315,Bubo virginianus pallescens,2828,United States,New Mexico,La Hoya Game Refuge,6/23/1993,34.3420896,-106.868906,1435.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4121,Bubo virginianus,8047,United States,New Mexico,Quemado,10/17/1976,34.3439369,-108.4956207,2099.3,pin,adult,F,34.28,6.52,19.62,36.93,5.04,26.86,41.83,8.87,22.59,31.3,5.45,19.22,35.43,5.87,19.68,45.64,4.5,29.39,31.81,48.56,35.67,37.44,29.17,25.3,40.24,5.11,15.41,54.75,0.15,13.52,40.42,4.91,12.65,60.68,0.95,16.1,40.91,4.64,14.54,38.19,3.89,15.96,39.65,24.71,39.02,49.45,37.19,34.45,5.57,3.51,2.81,4.41,2.53,2.2,5.54,1.97,4.05,3.35,1.245,1.62,3.31,1.34,1.06,3.69,1.2,2.33,99.86,102.08,119.69,94.1,101.7,118.56,9.03,1.76,5.15,10.74,3.64,6.91,8.41,2.11,3.03,7,2.02,2.48,8.56,3.53,3.22,6.68,2.48,3.23,82.25,68.15,103.24,110.46,90.75,81.06
MSB,Bird,8659,Bubo virginianus pallescens,1317,United States,New Mexico,La Joya,12/13/1961,34.3455621,-106.8470192,1439.9,pal,adult,F,35.48,6.21,27.95,36.59,7.16,23.92,35.45,7.82,23.89,47.95,6.52,25.87,48.31,7.02,31.75,49.8,8.92,34.98,25.22,39.27,37.32,33.14,33.51,30.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.09,5.58,18.02,16.68,5.79,10.26,8.39,2.75,7.4,9.87,1.71,9.88,13.78,3.77,10.79,15.33,5.71,11.23,76.13,56.68,64.72,66.4,78.32,62.39
MSB,Bird,18356,Bubo virginianus pinorum,1609,United States,New Mexico,Sevilleta NWR,11/22/1993,34.3500633,-106.8839111,1474.2,pin,adult,F,36.13,2.66,16.53,34.99,4.47,21.52,31,3.15,17.96,26.13,1.69,15.24,33.97,3.54,19.32,31.43,3.86,17.06,51.69,50.3,41.16,39.44,43.44,48.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,1.37,5.48,5.06,2.13,2.47,4.99,0.19,3.6,7.18,1.56,5,3.31,0.79,1.56,8.07,2.66,3.88,94.61,95.25,102.59,107.42,129.04,102.21
MSB,Bird,4557,Bubo virginianus,563,United States,New Mexico,"Ladron Mnts; T2N, R3W, NW1/4 sec 23",2/18/1978,34.386635,-107.129982,1834.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,25643,Bubo virginianus,6853,United States,New Mexico,Clovis,6/28/2005,34.4117249,-103.1973267,1299.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,21572,Bubo virginianus lagophonus x Bubo virginianus saturatus,819,United States,New Mexico,Bernardo; 0.5 mi S on I-25,12/8/1999,34.4137075,-106.8422127,1445.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,14756,Bubo virginianus pinorum,5735.704023,United States,Arizona,Wilhoit; 3 mi E = Hassayampa River,4/7/1973,34.4258586,-112.5343169,1595.8,pin,adult,M,42.27,7.25,26.39,46.81,5.13,28.54,50.03,6.69,28.93,55.48,6.89,25.78,44.11,5.23,28.35,52.03,7.71,29.2,30.06,35.51,30.37,34.82,30.37,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85,5.09,11.05,9.53,3.14,9.73,12.49,3.57,12.33,11.4,4.02,9.12,7.64,1.61,5.28,11.36,5.02,7.22,98.02,65.26,106.01,75.26,79.33,108.73
MSB,Bird,5351,Bubo virginianus pallescens,8628,United States,New Mexico,Ft. Sumner,10/30/1984,34.4646741,-104.256134,1233.6,pal,adult,M,67.62,5.03,26.2,64.91,6.67,26.01,68.41,7.41,23.98,65.64,4.26,24.15,71.73,4.63,25.01,68.99,5.1,25.53,12.44,14.32,17.78,13.94,17.94,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.57,4.9,12.87,18.96,5.53,11.6,14.92,5.77,11.13,17.38,4.55,9.17,17.82,5.09,15.84,14.54,4.72,14.17,92.77,57.03,81.69,87.01,82.61,79.05
MSB,Bird,9300,Bubo virginianus pallescens x Bubo virginianus pinorum,37338.49435,United States,Arizona,Holbrook; 28.3 mi. S,9/28/1992,34.4917172,-110.1581768,1765.4,pin,adult,F,56.56,7.61,24.18,60.16,9.88,31.99,56.11,12.01,34.63,63.24,6.4,28.41,70.53,7.34,24.27,66.25,6.62,30.53,17.03,14.48,17.85,19.12,15.66,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75,7.63,20.9,15.43,5.6,12.28,17.51,3.67,5.97,121.02,3.05,6.07,8.97,2.8,3.28,10.53,2.41,5.72,54.37,66.11,68.68,87.09,96.38,69.03
MSB,Bird,8496,Bubo virginianus pinorum,15821,United States,New Mexico,Quemado; 18 mi. NE,12/1/1990,34.4936061,-108.2729951,2249.9,pin,adult,M,39.39,8.26,10.09,32.44,6.67,9.71,44.96,2.29,14.9,38.71,-0.01,24.5,58.79,3.93,18.86,36.47,5.29,6.55,39.27,46.82,47.29,39.46,23.87,17.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.21,4.09,22.99,11.24,1.8,9.81,15.47,2.35,10.87,15.05,1.44,12.98,8.11,0.77,6.31,9.62,0.6,8.03,95.7,79.16,75.24,81.9,85.1,88.85
MSB,Bird,23168,Bubo virginianus pallescens,8105,United States,New Mexico,"Mountainair, 5 mi W",3/25/2002,34.5204029,-106.3308441,2011.4,pal,adult,F,49.83,5.78,26.93,51.31,4.42,28.85,45.05,5.05,24.5,35.52,9.97,21.06,32.1,7.52,22.57,55.82,6.7,32.26,21.07,25.39,27.57,34.12,38.65,31.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,6.63,16.62,26.42,3.3,17.51,9.73,3.85,5.61,20.5,5.72,15.02,5.88,1.4,4.22,9.73,3.85,5.61,66.15,70.68,106.32,59.56,87.47,93.35
MSB,Bird,17843,Bubo virginianus,9027,United States,Arizona,Prescott,1/14/1972,34.5400238,-112.4685211,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,14754,Bubo virginianus lagophonus,10894.3093,United States,Arizona,Snowflake; 8-12 mi E = Hay Hollow Valley,8/2/1974,34.628949,-109.936202,1664.7,lag,adult,F,24.78,3.98,17.42,20.72,2.98,15.89,26.57,3.68,19.7,19.37,3.93,13.65,22.38,3.93,12.92,27.82,5.22,16.79,57.98,61.36,61.2,68.06,58.92,63.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81,1.85,9.06,6.36,2.12,4.55,6.8,2.19,4.82,3.02,0.25,1.89,4.29,0.18,3.16,5.89,2.17,3.58,89.66,117.57,92.31,107.27,118.81,107.76
MSB,Bird,6512,Bubo virginianus pinorum,8085,United States,New Mexico,"Encino; ""5 mi W""",8/2/1989,34.6507203,-105.5490875,1904.1,pin,adult,F,28.97,4.39,24.29,36.26,4.54,15.76,25.34,5.74,25.48,40.63,8.01,31.46,46.99,5.38,31.54,43.24,4.79,27.25,44.76,35.81,42.39,34.26,28.6,31.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36,4.62,14.54,12.32,3.14,10.35,23.18,7.59,20.92,5.06,1.42,3.08,14.8,3.46,13.1,4.69,1.36,2.88,86.14,84.89,86.9,94.46,67.37,102.5
MSB,Bird,26144,Bubo virginianus lagophonus,5063,United States,New Mexico,Belen,2/15/2007,34.6628361,-106.7764168,1466.3,pin,adult,M,36.35,3.3,26.69,33.09,5.75,21.46,31.75,1.82,18.94,42.21,2.86,19.22,61.25,3.2,24.35,61.49,1.92,30.51,41.57,56.67,36.37,31.66,19.55,20.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,2.04,4.29,6.31,2.25,3.81,9.16,2.3,6.17,4.64,0.82,2.81,10.8,3.49,7.89,3.02,0.75,1.43,90.94,120.48,111.92,119.38,102.87,116.24
MSB,Bird,18423,Bubo virginianus pinorum,8840,United States,New Mexico,Between Willard & Estancia,9/25/1995,34.6727469,-106.053772,1861.3,pin,adult,F,49.05,3.08,31.48,49.81,-0.2,17.17,54.06,2.5,21.6,45.23,46.18,2.24,29.24,51.45,4.76,30.8,57.71,5.15,36.07,22.3,30.54,19.12,25.16,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87,4.19,7.98,7.25,2.27,5.09,7.3,2.13,5.87,6.6,0.21,4.57,14.79,5.23,9.96,9.67,0.46,8.89,75.44,67.12,93.67,84.22,75.64,101.46
MSB,Bird,23246,Bubo virginianus,46262,United States,New Mexico,Los Lunas prison,5/27/2002,34.6991558,-106.8051262,1530.6,oth,immature,M,31.99,0.05,18.81,40.58,4.96,21.13,35.94,1.39,22.35,39.32,1.58,25.69,24.92,5.24,17.55,24.34,3.25,18.41,42.71,55.1,54.02,48.06,36.42,47.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75,2.01,3.76,17.47,3.48,12.3,25.05,4.9,20.8,11.27,3.47,8.06,18.77,4.35,10.4,14.44,1.85,9.59,82.56,55.1,66.08,59.71,80.3,65.03
MSB,Bird,24519,Bubo virginianus pinorum,46262,United States,New Mexico,12 mi (by road) W Los Lunas,2/12/2003,34.6991558,-106.8051262,1530.6,pin,adult,M,29.15,4.2,19.95,23.97,3.9,18.43,34.65,5.08,21.54,37,4.39,21.7,26.51,3.06,19.64,30.65,6.59,20.29,46.82,49.16,51.24,48.16,41.84,57.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,1.53,3.5,6.78,1.37,5.48,8.1,-0.07,7.04,7.85,2.91,6.27,17.56,2.71,7.96,9.65,3.14,5.52,103.13,76.69,94.42,85.38,91.3,75.28
MSB,Bird,25539,Bubo virginianus,46262,United States,New Mexico,Tierra Grande,9/25/2006,34.6991558,-106.8051262,1530.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,24307,Bubo virginianus pallescens,1676,United States,New Mexico,Estancia,7/23/2003,34.7583942,-106.055851,1862,pal,adult,M,33.32,4.64,20.36,32.81,5.44,24.55,35.38,8.54,29.21,40.53,5.08,20.18,18.13,3.74,15.74,30.86,6.05,25.59,44.93,45.04,56.05,48.11,53,44.33,25.05,6.51,17.67,27.52,5.74,17.84,31.88,7.84,25.77,32.94,3.84,22.32,31.02,8,24.66,46.92,7.7,25.88,52.38,40.75,56.32,56.99,68.33,75.76,3.97,,1.91,4.69,1.36,2.88,4.3,1.42,2.06,3.96,0.76,2.44,4.64,0.82,2.81,5.96,2.83,3.66,75.34,78.55,79.44,98.43,86.82,84.47,19.01,2.39,10.24,14.26,4.57,9.83,8.55,2.64,4.09,13.95,3.66,6.44,22.47,3.68,15.03,17.94,2.05,7.95,68.15,67.46,93.79,74.53,83.22,79.44
MSB,Bird,24251,Bubo virginianus,12865,United States,New Mexico,"Estancia, 8 miles west-north-west",6/17/2004,34.7909685,-105.9205627,1858.6,oth,juv,M,53.27,2.63,20.61,48.93,1.85,18.15,45.25,1.56,20.41,53.86,1.41,26.02,52.01,2.74,24.09,50.89,3.42,23.11,28.76,28.26,21.42,26.81,24.87,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95,5.94,14.7,20.39,6.59,19.56,18.9,6.24,17.15,16.21,5.01,11.21,24.27,8.86,14.67,13.6,5.73,11.96,69.86,78.37,53.37,69.31,47.27,61.67
MSB,Bird,23167,Bubo virginianus pallescens,6890,United States,New Mexico,Los Lunas,1/30/2002,34.8061676,-106.7333565,1479.7,pal,adult,F,65.01,5.6,18.25,54.78,0.82,17.98,65.84,4.9,15.81,58.68,2.61,24.87,66.16,3.43,22.44,51.78,3.32,19.58,37.19,17.09,27.91,21.14,41.88,18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.69,2.91,11.31,14.92,3.47,7.64,12.87,1.51,7.14,12.94,2.18,7.21,12.82,2.5,5.06,12.42,3.19,5.07,76.53,78.11,101.33,78.77,94.1,78.55
MSB,Bird,17289,Bubo virginianus,54014.2958,United States,Arizona,Williamson Valley Road,9/14/1972,34.826205,-112.576904,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4395,Bubo virginianus,19348,United States,New Mexico,"McIntosh; ""12 mi E = Dean Ranch""",4/20/1968,34.8633979,-105.8422852,1926,oth,chick,M,50.47,3.55,22.15,48.82,4.36,24.82,41,3.17,22.71,52.51,2.41,26.9,54.13,2.07,29.84,51.02,3.09,25.87,23.85,28.85,20.28,26.6,26.25,23.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72,4.13,25.52,29.31,9.06,21.44,21.79,3.24,19.36,28.43,9.24,20.33,20.41,0.56,14.55,29.8,7.49,18.23,60.63,48.53,59.11,70.13,67.87,48.88
MSB,Bird,6794,Bubo virginianus pinorum,1459,United States,New Mexico,Bosque Farms; 1 mi. N,6/19/1990,34.8653697,-106.6930389,1484.5,pin,juv,F,33.51,8.01,17.69,27.41,5.24,16.74,42.57,7.44,24.47,36.45,1.86,23.46,47.95,6.52,25.87,38.79,8.02,26.19,44.33,42.36,25.36,47.24,39.47,45.86,44.21,3.37,19.51,34.71,5.18,15.62,45.67,4.25,17.02,42.43,4.44,20.34,33.47,3.79,17.29,39.7,5.22,19.13,40.29,32.57,36.17,24.39,42.36,41.22,15.16,,9.5,11.27,0.35,5.68,12.28,1,5.9,29.95,0.6,5.83,11.41,1.7,5.84,14.07,0.32,6.12,86.55,80.13,94.42,85.24,82.73,80.82,11.8,3.3,9.2,5.44,1.48,3.29,11.24,1.8,9.81,12.32,3.14,10.35,15.8,6.68,9.16,20.78,7.82,8.97,90.16,70.85,93.47,64.64,102.098,105.24
MSB,Bird,8959,Bubo virginianus,1307,United States,New Mexico,Santa Rosa,5/27/1992,34.9408295,-104.6832275,1406.6,oth,immature,F,42.97,5.95,27.33,43.31,6.04,26.37,45.47,6.11,30.51,37.35,5.72,25.9,43.82,5.71,29.37,42.03,3.49,29.09,41.86,39.62,33.21,37.05,38.69,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,5.09,11.56,19.85,5.19,20.61,21.25,1.13,21.55,22.12,1.11,21.56,12.52,4.39,11.48,22.05,8.37,14.36,65.84,71.37,85.39,79.09,97.53,49.34
MSB,Bird,5010,Bubo virginianus,7733,United States,New Mexico,"Clinescorner; ""11 mi S on Hwy 285""",10/14/1980,34.9478651,-105.6301117,2093.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,18470,Bubo virginianus pallescens x Bubo virginianus pinorum,12047,United States,New Mexico,"Edgewood;  7.5 mi. S, 2.5 mi. W",8/8/1995,34.9588394,-106.2329865,2128.6,hyb,adult,F,26.7,4.93,19.82,29.95,6.3,23.38,26.23,5.06,18.72,31.95,8.45,25.82,29.43,5.82,22.23,33.14,7.66,26.89,49.16,54.67,50.5,49.05,53.2,50.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82,1.68,10.47,10.36,2.53,9.42,16.34,3.27,8.89,13.66,3.23,9.62,8.68,2.32,5.93,10.17,1.28,8.36,95.04,70.69,69.79,102.64,94.72,94.09
MSB,Bird,7796,Bubo virginianus pinorum,140,United States,New Mexico,Tijeras Canyon; TION RGE sec.7,8/21/1991,35.0264378,-106.543911,1614.1,pin,adult,M,53.49,6.34,31.1,53.74,6.64,28.33,52.43,6.94,31.06,52.67,5.17,31.89,44.39,6.21,24.54,56.34,6.54,28.58,24.94,21.01,23.98,25.98,19.81,25.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.48,2.44,14.82,8.2,2.33,5.66,8.2,2.33,5.66,5.83,1.53,3.5,19.51,5.24,13.78,6.74,2.33,4.04,77.92,90.41,86.75,82.45,83.83,98.49
MSB,Bird,19205,Bubo virginianus pallescens x Bubo virginianus pinorum,51817,United States,New Mexico,Kirtland Airforce Base,8/11/1993,35.0442049,-106.6708681,1504.4,hyb,immature,F,46.97,6.92,10.34,49.88,7.78,24.32,70.7,3.93,26.5,47.17,5.42,21,69.77,3.62,28.92,57.49,8.45,26.16,20.67,19.86,16.71,18.4,15.71,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41,6.22,12.45,15.53,5.35,14.47,14.75,3.59,12.02,19.55,6.54,20.69,5.44,2.22,2.65,12.19,2.6,9.27,78.11,80.13,83.22,69.93,108.21,98.08
MSB,Bird,24544,Bubo virginianus lagophonus,51817,United States,New Mexico,Albuquerque northeast,2/7/2004,35.0442049,-106.6708681,1504.4,lag,adult,F,32.94,9.52,27.03,28.07,8.31,23.45,26.2,8.13,20.05,28.85,9.21,20.37,24.5,8.25,19.94,21.2,5,21.82,59.56,48.79,50.58,60.53,60.21,47.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,1.48,3.29,5.48,1.35,3.97,9.16,2.3,6.17,5.05,0.74,3.66,6.24,1.59,3.72,6.3,1.46,4.47,105.38,102.26,111.31,106.32,106.32,91.3
MSB,Bird,22071,Bubo virginianus,51817,United States,New Mexico,Albuquerque westside,7/12/1999,35.0442049,-106.6708681,1504.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,3053,Bubo virginianus,51817,United States,New Mexico,junction United States 66 and New Mexico 10; 8 miles S (by road),5/28/1966,35.0442049,-106.6708681,1504.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,6890,Bubo virginianus pallescens,51817,United States,New Mexico,Cedar Crest/Tijeras,8/10/1990,35.0442049,-106.6708681,1504.4,pal,immature,F,71.46,4.42,26.64,81.94,2.44,26.22,73.03,3.35,31,81.64,2.94,26.22,65.77,1.84,18.84,72.42,0.47,25.56,13.48,13.88,9.19,5.85,19.13,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.02,3.25,4.84,9.64,2.28,6.38,10.04,0.74,7.36,24.52,3.85,13.18,23.31,1.65,10.76,17.29,3.09,10.08,58.6,102.26,110.27,106.32,79.14,88.71
MSB,Bird,23740,Bubo virginianus pallescens,51817,United States,New Mexico,Albuquerque SW,4/18/2003,35.0442049,-106.6708681,1504.4,pal,adult,M,56.64,4.25,24.77,53.67,4.33,24.43,58.66,4.41,27.72,59.55,2.9,26.78,56.2,2.69,20.12,64.14,3.14,24.72,26.58,20.09,16.96,16.36,21.4,20.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,2.46,5.24,15.35,1.83,9.7,13.93,2.83,7.42,18.57,2.4,10.18,21.25,1.43,12.55,14.98,3.32,8.71,82.28,98.55,73.69,68.45,68.06,73.25
MSB,Bird,24869,Bubo virginianus pinorum,51817,United States,New Mexico,Albuquerque SE,11/26/2005,35.0442049,-106.6708681,1504.4,pin,adult,F,41.42,6.7,26.28,49.38,6.68,24.16,30.76,4.25,19.06,39.26,2.72,15.99,36.34,4.79,23.69,36.8,5.36,23.78,35.2,38.29,29.32,37.61,29.6,39.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.97,4.31,15.94,8.91,4.46,6.21,7.25,2.27,5.09,17.4,2.82,12.24,8.49,4.33,6.79,8.2,2.33,5.66,52.77,98.24,96.55,87.6,84.22,89.81
MSB,Bird,25563,Bubo virginianus pinorum,51817,United States,New Mexico,"Sandia Mts, base of ski slopes",10/23/2006,35.0442049,-106.6708681,1504.4,pin,adult,F,41.48,2.76,20.07,35.12,3.19,12.61,43.85,1.92,22.18,35.56,5.53,22.67,31.4,2.42,18.96,28.16,3.85,17.73,36.59,33.61,39.54,42.07,33.03,46.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67,4.02,4.62,12.14,2.74,8.23,11.06,1.4,7.81,5.37,0.2,3.83,16.07,3.67,11.06,14.39,2.81,7.49,79.38,95.32,113.7,115.61,101.92,78.74
MSB,Bird,3960,Bubo virginianus,51817,United States,New Mexico,Belen; Interstate 25,11/25/1973,35.0442049,-106.6708681,1504.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28654,Bubo virginianus,51817,United States,New Mexico,Albuquerque SE,4/10/2009,35.0442049,-106.6708681,1504.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,19302,Bubo virginianus pinorum,51817,United States,New Mexico,Kirtland Airforce base,6/8/1994,35.0442049,-106.6708681,1504.4,pin,adult,F,37.42,5.34,14.1,20.28,5.46,11.76,40.45,2.62,16.15,43.64,4.56,14.93,38.92,5.96,18.15,40.89,2.56,17.13,47.24,43.13,39.83,40.66,37.19,30.32,39.11,2.4,14.06,50.88,7.88,11.1,42.74,5.36,17.64,29.93,3.8,12.89,32.23,3.4,11.24,31.77,3.55,10.23,60.06,53.37,60.94,79.67,67.81,79.22,12.49,,6.14,9.16,2.3,6.17,8.07,2.66,3.88,10.18,2.12,7.53,19.8,4.23,6.41,11.08,3.09,5.92,110,112.35,97.39,120.85,116.92,86.82,7.37,2.86,5.96,14.73,2.79,13.03,10.25,2.81,7.61,16.07,3.67,11.06,7.13,2.57,3.44,16.45,0.51,15.34,103.24,77.89,92.85,86.55,97.05,81.77
MSB,Bird,19578,Bubo virginianus pinorum,6280,United States,New Mexico,"Edgewood; 2 mi S, 3 mi E",8/22/1996,35.0631551,-106.1384865,1963.6,pin,adult,M,57.12,2.86,22.91,61.18,2.31,19.05,64.3,4.7,24.88,62.8,4.62,29.98,66.3,6.74,25.34,62.43,6.9,20.54,15.26,24.01,15.11,15.82,13.43,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,4.11,3.85,6.35,1.33,5.18,11.09,3.94,4.93,11.78,2.47,10.09,13.86,1.34,8.36,5.72,1.81,1.98,86.7,116.8,75.06,97.31,110.03,108.71
